Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Karl-Anthony Towns,MIN,$9200,1,$8800,1,$41,1,$17850,1,$16300,1
Cole Aldrich,MIN,$3800,12,$3900,12,$10,12,$6600,15,$7700,12
Jonas Valanciunas,TOR,$5100,9,$4900,9,$22,7,$12150,7,$9700,9
Lucas Nogueira,TOR,$3800,12,$3900,12,$10,12,$6750,14,$7700,12
Jusuf Nurkic,DEN,$4500,11,$4400,11,$16,10,$10700,8,$8700,11
Marcin Gortat,WAS,$6300,5,$5800,5,$25,5,$12350,6,$11500,5
Mason Plumlee,POR,$6000,6,$5200,6,$23,6,$10150,10,$10200,6
Marc Gasol,MEM,$8200,2,$7700,2,$31,2,$15350,3,$14200,2
Joel Embiid,PHI,$6600,4,$7500,3,$31,2,$16250,2,$13800,3
Jahlil Okafor,PHI,$4900,10,$5000,7,$16,10,$10450,9,$9800,7
Omer Asik,NOP,$3500,18,$3000,16,$10,12,$6000,16,$6000,15
Alexis Ajinca,NOP,$3600,16,$3000,16,$10,12,$5250,17,$6000,15
Zaza Pachulia,GSW,$3700,14,$3300,14,$10,12,$7150,12,$6400,14
JaVale McGee,GSW,$3700,14,$3000,16,$10,12,$5000,18,$6000,15
Rudy Gobert,UTA,$7300,3,$6700,4,$27,4,$14150,4,$12600,4
Jeff Withey,UTA,$3500,18,$3000,16,$10,12,$5000,18,$6000,15
Pau Gasol,SAS,$6000,6,$5000,7,$21,8,$12900,5,$9800,7
Dewayne Dedmon,SAS,$3600,16,$3100,15,$10,12,$7000,13,$6000,15
Robin Lopez,CHI,$5200,8,$4500,10,$19,9,$9250,11,$8800,10
Cristiano Da Silva Felicio,CHI,$3500,18,$3000,16,$10,12,$5000,18,$6000,15
