Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Robin Lopez,CHI,$4700,13,,,$17,13,$9750,16,,
Cristiano Da Silva Felicio,CHI,$3500,23,,,$10,17,$5250,29,,
Myles Turner,IND,$6400,10,,,$27,9,$14450,7,,
Al Jefferson,IND,$3700,20,,,$10,17,$7300,19,,
Brook Lopez,BKN,$7800,4,$6800,6,$29,5,$14650,5,$12700,6
Justin Hamilton,BKN,$3500,23,$3800,17,$10,17,$6100,24,$7400,17
Marcin Gortat,WAS,$6200,11,$6300,9,$23,10,$12900,11,$12500,9
Hassan Whiteside,MIA,$9200,1,$8600,2,$47,1,$17550,2,$15900,2
Willie Reed,MIA,$3500,23,$3600,21,$10,17,$5600,26,$7100,21
Al Horford,BOS,$7700,5,$6700,8,$29,5,$13900,9,$12600,8
Tyler Zeller,BOS,$3500,23,$3000,24,$10,17,$5000,31,$6000,23
John Henson,MIL,$4200,15,$3900,15,$11,16,$8450,17,$7700,15
Miles Plumlee,MIL,$3500,23,$3000,24,$10,17,$5000,31,$6000,23
Karl-Anthony Towns,MIN,$9100,2,$8900,1,$43,2,$18300,1,$16400,1
Cole Aldrich,MIN,$3500,23,$3900,15,$10,17,$6800,22,$7700,15
DeAndre Jordan,LAC,$7200,7,$7300,4,$29,5,$14850,4,$13700,4
Diamond Stone,LAC,$3500,23,$3000,24,$10,17,$5000,31,$6000,23
Montrezl Harrell,HOU,$4100,17,$5000,12,$15,15,$5900,25,$9900,12
Nene Hilario,HOU,$3600,22,$3700,19,$10,17,$6850,21,$7300,19
Joakim Noah,NYK,$4700,13,$4600,13,$10,17,$10600,13,$9100,13
Guillermo Hernangomez,NYK,$3900,18,$3000,24,$10,17,$6250,23,$6000,23
Alexis Ajinca,NOP,$3500,23,$3000,24,$10,17,$5300,28,$6000,23
Omer Asik,NOP,$3500,23,$3000,24,$10,17,$5000,31,$6000,23
Andre Drummond,DET,$7400,6,$6800,6,$31,4,$16400,3,$12700,6
Aron Baynes,DET,$3500,23,$3800,17,$10,17,$5050,30,$7400,17
Dwight Howard,ATL,$8200,3,$7600,3,$29,5,$14250,8,$14000,3
Mason Plumlee,POR,$6000,12,$5600,11,$23,10,$10350,14,$11100,11
Pau Gasol,SAS,$6500,9,$6100,10,$21,12,$13700,10,$12000,10
Dewayne Dedmon,SAS,$3500,23,$3700,19,$10,17,$7150,20,$7300,19
Joel Embiid,PHI,$6800,8,$7300,4,$33,3,$14600,6,$13700,4
Jahlil Okafor,PHI,$4200,15,$4600,13,$16,14,$9800,15,$9100,13
Jusuf Nurkic,DEN,$3900,18,$3100,23,$10,17,$11150,12,$6000,23
Salah Mejri,DAL,$3500,23,$3000,24,$10,17,$5550,27,$6000,23
A.J. Hammons,DAL,$3500,23,$3000,24,$10,17,$5000,31,$6000,23
Zaza Pachulia,GSW,$3700,20,$3300,22,$10,17,$7700,18,$6400,22
Anderson Varejao,GSW,$3500,23,$3000,24,$10,17,$5000,31,$6000,23
