Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Hassan Whiteside,MIA,$8700,3,$7700,5,$39,3,$15300,6,$14300,5
Willie Reed,MIA,$3500,29,$3700,26,$10,24,$5650,32,$7300,26
Tristan Thompson,CLE,$5800,15,$5000,17,$16,17,$11700,14,$9900,17
Andrew Bogut,CLE,$4000,25,$3400,29,$10,24,$7950,26,$6700,29
Thon Maker,MIL,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Greg Monroe,MIL,$6600,11,$6200,11,$18,15,$13050,12,$12300,11
Jahlil Okafor,PHI,$5100,18,$4800,19,$12,19,$9100,21,$9500,19
Tiago Splitter,PHI,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Guillermo Hernangomez,NYK,$5800,15,$5900,14,$19,12,$9650,19,$11600,14
Marshall Plumlee,NYK,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Nikola Vucevic,ORL,$7400,9,$7300,6,$28,7,$14000,9,$13700,6
Bismack Biyombo,ORL,$3500,29,$3000,30,$10,24,$8250,25,$6000,30
Robin Lopez,CHI,$4700,21,$4200,21,$11,21,$9250,20,$8400,20
Joffrey Lauvergne,CHI,$3500,29,$3000,30,$10,24,$7300,27,$6000,30
Andre Drummond,DET,$8100,4,$8000,4,$32,5,$16150,4,$14700,4
Aron Baynes,DET,$3500,29,$3500,28,$10,24,$5000,34,$7000,28
Zaza Pachulia,GSW,$4500,22,$4100,22,$10,24,$8950,22,$8100,22
JaVale McGee,GSW,$3500,29,$3000,30,$10,24,$5150,33,$6000,30
Dwight Howard,ATL,$7800,6,$6700,10,$25,10,$14350,8,$12600,10
Brook Lopez,BKN,$7200,10,$6100,12,$27,8,$13700,10,$12000,12
Justin Hamilton,BKN,$3500,29,$3000,30,$10,24,$6200,30,$6000,30
Marc Gasol,MEM,$8100,4,$8300,3,$34,4,$16000,5,$15200,3
Myles Turner,IND,$6400,12,$6000,13,$24,11,$13600,11,$11900,13
Rakeem Christmas,IND,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Cody Zeller,CHA,$5000,20,$5400,16,$12,19,$9900,17,$10600,16
Jusuf Nurkic,POR,$5900,14,$6800,9,$16,17,$9800,18,$12700,9
Karl-Anthony Towns,MIN,$10400,1,$10300,1,$49,2,$21150,1,$18300,1
Cole Aldrich,MIN,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Clint Capela,HOU,$5100,18,$4900,18,$17,16,$10600,16,$9800,18
Nene Hilario,HOU,$4500,22,$3800,25,$10,24,$7150,28,$7400,25
Dewayne Dedmon,SAS,$4200,24,$3900,24,$10,24,$8700,23,$7700,24
Pau Gasol,SAS,$6200,13,$5900,14,$19,12,$12550,13,$11600,14
DeMarcus Cousins,NOP,$10300,2,$9700,2,$56,1,$19400,2,$17900,2
Alexis Ajinca,NOP,$3700,28,$3000,30,$10,24,$5000,34,$6000,30
Rudy Gobert,UTA,$7600,7,$7000,7,$30,6,$16600,3,$13300,7
Jeff Withey,UTA,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Kosta Koufos,SAC,$4000,25,$3700,26,$11,21,$6900,29,$7300,26
Mason Plumlee,DEN,$5300,17,$4300,20,$19,12,$11050,15,$8400,20
Roy Hibbert,DEN,$3500,29,$3000,30,$10,24,$6000,31,$6000,30
Tyler Zeller,BOS,$3500,29,$3000,30,$10,24,$5000,34,$6000,30
Kelly Olynyk,BOS,$3900,27,$4000,23,$11,21,$8700,23,$7800,23
DeAndre Jordan,LAC,$7500,8,$7000,7,$27,8,$15300,6,$13300,7
