Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Tarik Black,LAL,$3500,28,$3000,33,$10,24,$5550,33,$6000,33
Timofey Mozgov,LAL,$3700,25,$3500,29,$10,24,$8900,21,$7000,28
Omer Asik,NOP,$3600,27,$3200,32,$10,24,$5900,30,$6300,32
Alexis Ajinca,NOP,$3500,28,$3000,33,$10,24,$5000,36,$6000,33
Kelly Olynyk,BOS,$3500,28,$3300,31,$10,24,$7650,22,$6400,31
Tyler Zeller,BOS,$4000,24,$4000,23,$11,22,$5250,35,$7800,23
Myles Turner,IND,$6800,7,$6700,6,$29,6,$14350,5,$12600,6
Al Jefferson,IND,$4200,23,$3700,27,$10,24,$7650,22,$7300,27
Jahlil Okafor,PHI,$5100,17,$5200,14,$24,13,$10350,17,$10200,14
Joel Embiid,PHI,$5200,16,$6100,11,$22,14,$11000,14,$12000,11
Dwight Howard,ATL,$8100,4,$7800,3,$35,4,$16550,2,$14300,3
Joakim Noah,NYK,$4300,22,$4500,18,$19,17,$5000,36,$8800,18
Kyle O'Quinn,NYK,$3500,28,$3000,33,$10,24,$6050,28,$6000,33
Jonas Valanciunas,TOR,$6100,10,$6400,7,$30,5,$13750,8,$12600,6
Lucas Nogueira,TOR,$3700,25,$3800,26,$10,24,$6600,27,$7400,26
Pau Gasol,SAS,$5600,13,$5000,17,$25,11,$12400,11,$9900,17
Dewayne Dedmon,SAS,$3500,28,$3900,24,$10,24,$7000,25,$7700,24
Clint Capela,HOU,$4500,19,$4500,18,$13,21,$10950,16,$8800,18
Nene Hilario,HOU,$3500,28,$3500,29,$10,24,$6900,26,$6900,30
DeAndre Jordan,LAC,$6700,8,$6400,7,$29,6,$14150,6,$12600,6
Karl-Anthony Towns,MIN,$8600,1,$8100,2,$44,1,$18150,1,$15000,2
Cole Aldrich,MIN,$3500,28,$3900,24,$10,24,$7350,24,$7700,24
Rudy Gobert,UTA,$6500,9,$6200,10,$25,11,$12750,10,$12300,10
Jeff Withey,UTA,$3500,28,$3000,33,$10,24,$5000,36,$6000,33
Hassan Whiteside,MIA,$8400,2,$8200,1,$41,2,$15900,3,$15100,1
Willie Reed,MIA,$3500,28,$3600,28,$10,24,$5700,32,$7000,28
Marcin Gortat,WAS,$6000,11,$6300,9,$27,10,$11900,12,$12600,6
Robin Lopez,CHI,$4500,19,$4300,21,$17,18,$9550,20,$8500,21
Cristiano Da Silva Felicio,CHI,$3500,28,$3000,33,$10,24,$5350,34,$6000,33
Marc Gasol,MEM,$7100,5,$7100,5,$29,6,$13550,9,$13400,5
Miles Plumlee,MIL,$3500,28,$3000,33,$10,24,$5800,31,$6000,33
Greg Monroe,MIL,$5600,13,$5200,14,$22,14,$10050,19,$10200,14
Andre Drummond,DET,$8200,3,$7500,4,$38,3,$15750,4,$13800,4
Aron Baynes,DET,$3500,28,$3000,33,$10,24,$5000,36,$6000,33
Jusuf Nurkic,DEN,$5500,15,$5700,13,$22,14,$11850,13,$11200,13
Brook Lopez,BKN,$6900,6,$6100,11,$29,6,$13900,7,$12000,11
Justin Hamilton,BKN,$4500,19,$4100,22,$11,22,$6050,28,$8100,22
Tyson Chandler,PHO,$4800,18,$5100,16,$15,20,$10200,18,$10200,14
Alex Len,PHO,$5700,12,$4400,20,$16,19,$11000,14,$8700,20
