Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
DeMarcus Cousins,SAC,$10900,1,$11000,1,$53,1,$22050,1,$19600,1
Kosta Koufos,SAC,$3500,16,$3000,18,$10,11,$5700,18,$6000,18
Roy Hibbert,CHA,$3500,16,$3000,18,$10,11,$6350,15,$6000,18
Spencer Hawes,CHA,$4000,13,$4300,12,$10,11,$7100,14,$8500,12
Andre Drummond,DET,$7700,6,$7400,5,$32,5,$15150,5,$14000,3
Aron Baynes,DET,$3500,16,$3700,15,$10,11,$5000,20,$7400,14
Willie Reed,MIA,$4300,11,$4800,11,$10,11,$6200,16,$9400,11
Hassan Whiteside,MIA,$8700,3,$7400,5,$41,3,$15400,4,$14000,3
Al Horford,BOS,$7700,6,$7000,7,$27,8,$14350,8,$13300,7
Tyler Zeller,BOS,$3500,16,$3000,18,$10,11,$5000,20,$6000,18
Miles Plumlee,MIL,$3500,16,$3000,18,$10,11,$5000,20,$6000,18
John Henson,MIL,$3600,15,$3200,17,$10,11,$8300,13,$6300,17
DeAndre Jordan,LAC,$8400,4,$7500,4,$31,6,$17000,3,$13800,6
Zaza Pachulia,GSW,$4200,12,$3800,14,$10,11,$8350,12,$7400,14
Anderson Varejao,GSW,$3500,16,$3000,18,$10,11,$5000,20,$6000,18
Brook Lopez,BKN,$7500,8,$6300,9,$25,9,$14500,7,$12600,9
Justin Hamilton,BKN,$3500,16,$3300,16,$10,11,$6200,16,$6400,16
Karl-Anthony Towns,MIN,$10700,2,$10600,2,$45,2,$20500,2,$18900,2
Cole Aldrich,MIN,$3500,16,$3000,18,$10,11,$5450,19,$6000,18
Jusuf Nurkic,DEN,$4000,13,$4300,12,$10,11,$8400,11,$8400,13
Tyson Chandler,PHO,$6000,10,$6000,10,$17,10,$11050,10,$11900,10
Alan Williams,PHO,$3500,16,$3000,18,$10,11,$5000,20,$6000,18
Marc Gasol,MEM,$8200,5,$7600,3,$33,4,$14850,6,$13900,5
Rudy Gobert,UTA,$7400,9,$7000,7,$31,6,$14300,9,$13300,7
Jeff Withey,UTA,$3500,16,$3000,18,$10,11,$5000,20,$6000,18
