Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Timofey Mozgov,LAL,$4000,18,$4200,15,$10,23,$8650,18,$8400,15
Tarik Black,LAL,$3500,26,$3000,23,$10,23,$5050,29,$6000,21
Myles Turner,IND,$7100,6,$7300,5,$27,8,$15150,5,$13700,5
Al Jefferson,IND,$3900,20,$3700,19,$13,17,$8200,20,$7300,19
Clint Capela,HOU,$4600,13,,,$13,17,$11750,10,,
Nene Hilario,HOU,$3800,22,,,$11,20,$7300,22,,
Tristan Thompson,CLE,$4300,16,,,$16,15,$10500,14,,
Chris Andersen,CLE,$3500,26,,,$10,23,$5000,30,,
Nikola Vucevic,ORL,$7400,5,$6100,7,$32,5,$14850,6,$12000,7
Bismack Biyombo,ORL,$4500,14,$4000,16,$14,16,$10600,13,$7800,16
Joel Embiid,PHI,$4500,14,$5700,10,$18,14,$9750,16,$11300,10
Jahlil Okafor,PHI,$5000,11,$4700,13,$26,9,$11100,12,$9200,13
Joakim Noah,NYK,$4200,17,$5000,12,$19,13,$5000,30,$9900,12
Kyle O'Quinn,NYK,$3700,23,$3100,21,$10,23,$6750,24,$6000,21
Andre Drummond,DET,$8400,4,$8200,4,$36,4,$15950,4,$15100,4
Aron Baynes,DET,$3500,26,$3000,23,$10,23,$5200,28,$6000,21
DeMarcus Cousins,SAC,$9900,1,$10400,1,$53,1,$20050,1,$18600,1
Kosta Koufos,SAC,$3500,26,$3100,21,$10,23,$5000,30,$6000,21
Hassan Whiteside,MIA,$8600,3,$8700,2,$41,3,$17950,2,$16000,2
Willie Reed,MIA,$3600,25,$3200,20,$10,23,$7250,23,$6300,20
Miles Plumlee,MIL,$3500,26,$3000,23,$10,23,$7800,21,$6000,21
Greg Monroe,MIL,$5600,10,$5600,11,$24,11,$11150,11,$11200,11
Omer Asik,NOP,$3500,26,$3000,23,$10,23,$5600,26,$6000,21
Alexis Ajinca,NOP,$3700,23,$3000,23,$11,20,$5300,27,$6000,21
Marc Gasol,MEM,$6900,7,$6100,7,$29,7,$12850,7,$12000,7
Karl-Anthony Towns,MIN,$8800,2,$8500,3,$46,2,$17400,3,$15600,3
Cole Aldrich,MIN,$3500,26,$3000,23,$11,20,$8250,19,$6000,21
Rudy Gobert,UTA,$6900,7,$6900,6,$25,10,$12100,9,$12900,6
Jeff Withey,UTA,$3500,26,$3000,23,$10,23,$5000,30,$6000,21
Pau Gasol,SAS,$6500,9,$6000,9,$31,6,$12350,8,$11900,9
Dewayne Dedmon,SAS,$3900,20,$3900,18,$10,23,$6500,25,$7700,18
Zaza Pachulia,GSW,$4000,18,$4000,16,$12,19,$9200,17,$7800,16
Anderson Varejao,GSW,$3500,26,$3000,23,$10,23,$5000,30,$6000,21
Mason Plumlee,POR,$4900,12,$4600,14,$21,12,$9900,15,$9100,14
