Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Zaza Pachulia,GSW,$4500,10,$3900,11,$10,10,$8600,10,$7700,11
JaVale McGee,GSW,$3600,12,$3200,15,$10,10,$5300,17,$6300,15
Marcin Gortat,WAS,$6500,4,$6100,4,$23,4,$13100,4,$12000,4
Ian Mahinmi,WAS,$3500,13,$3000,16,$10,10,$5400,16,$6000,16
Jusuf Nurkic,POR,$5300,7,$5800,5,$11,8,$8750,9,$11600,5
Andre Drummond,DET,$8100,2,$8200,1,$34,1,$17150,1,$15100,1
Aron Baynes,DET,$3500,13,$3500,12,$10,10,$5250,18,$7000,12
Alex Len,PHO,$4800,8,$4000,9,$10,10,$8550,11,$7800,9
Tyson Chandler,PHO,$4000,11,$4000,9,$19,7,$9250,8,$7800,9
Marc Gasol,MEM,$8200,1,$7600,2,$34,1,$15650,2,$14000,2
Mason Plumlee,DEN,$5600,6,$5300,7,$21,5,$11350,5,$10500,7
Roy Hibbert,DEN,$3500,13,$3000,16,$10,10,$6150,13,$6000,16
Robin Lopez,CHI,$4800,8,$4400,8,$11,8,$9700,7,$8800,8
Cristiano Da Silva Felicio,CHI,$3500,13,$3300,13,$10,10,$5500,15,$6400,13
Rudy Gobert,UTA,$7900,3,$7300,3,$30,3,$13900,3,$13700,3
Jeff Withey,UTA,$3500,13,$3000,16,$10,10,$5000,19,$6000,16
Steven Adams,OKC,$5900,5,$5400,6,$21,5,$10200,6,$10600,6
Tarik Black,LAL,$3500,13,$3300,13,$10,10,$5950,14,$6400,13
Timofey Mozgov,LAL,$3500,13,$3000,16,$10,10,$7150,12,$6000,16
