Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Robin Lopez,CHI,$4800,19,$4200,20,$11,20,$9700,18,$8400,20
Cristiano Da Silva Felicio,CHI,$3500,27,$3000,28,$10,21,$6000,30,$6000,28
Bismack Biyombo,ORL,$4600,21,$5500,12,$10,21,$8900,20,$10900,12
Stephen Zimmerman,ORL,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
Cody Zeller,CHA,$5800,14,$5400,14,$12,19,$9850,17,$10600,14
Hassan Whiteside,MIA,$8500,3,$7700,3,$37,3,$17100,3,$14300,3
Willie Reed,MIA,$3500,27,$3700,24,$10,21,$6300,29,$7300,24
Brook Lopez,BKN,$6900,8,$6200,8,$27,6,$14850,6,$12200,8
Justin Hamilton,BKN,$3500,27,$3000,28,$10,21,$6350,27,$6000,28
Dwight Howard,ATL,$7100,7,$7400,6,$25,8,$14850,6,$14000,4
Rudy Gobert,UTA,$7800,5,$7600,4,$30,5,$15250,5,$14000,4
Jeff Withey,UTA,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
Clint Capela,HOU,$5100,17,$4700,18,$17,17,$10950,14,$9200,18
Nene Hilario,HOU,$4400,23,$3600,26,$10,21,$7550,24,$7100,26
Guillermo Hernangomez,NYK,$5800,14,$5500,12,$19,12,$9400,19,$10800,13
Kyle O'Quinn,NYK,$4500,22,$4000,21,$15,18,$7700,23,$7800,21
Thon Maker,MIL,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
Greg Monroe,MIL,$6300,9,$5900,9,$18,15,$10750,15,$11600,9
Andre Drummond,DET,$7900,4,$7500,5,$32,4,$15650,4,$13800,6
Aron Baynes,DET,$3700,26,$3500,27,$10,21,$5000,33,$6900,27
Myles Turner,IND,$6300,9,$5600,10,$24,9,$12900,10,$11200,10
Rakeem Christmas,IND,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
Jonas Valanciunas,TOR,$5100,17,$4400,19,$18,15,$11800,12,$8800,19
Lucas Nogueira,TOR,$3500,27,$3000,28,$10,21,$6350,27,$6000,28
DeMarcus Cousins,NOP,$9500,2,$9900,2,$56,1,$20100,2,$18200,2
Alexis Ajinca,NOP,$3500,27,$3000,28,$10,21,$5050,32,$6000,28
DeAndre Jordan,LAC,$7500,6,$6700,7,$27,6,$14650,8,$12600,7
Karl-Anthony Towns,MIN,$10900,1,$10600,1,$49,2,$20400,1,$18900,1
Cole Aldrich,MIN,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
Kosta Koufos,SAC,$4700,20,$3800,23,$10,21,$6500,25,$7400,23
Dewayne Dedmon,SAS,$3900,25,$3700,24,$10,21,$7750,22,$7300,24
Pau Gasol,SAS,$6000,11,$5400,14,$19,12,$12950,9,$10600,14
Marcin Gortat,WAS,$5900,13,$5200,16,$21,11,$11100,13,$10200,16
Ian Mahinmi,WAS,$3500,27,$3000,28,$10,21,$6400,26,$6000,28
Mason Plumlee,DEN,$5400,16,$5100,17,$19,12,$9900,16,$10100,17
Roy Hibbert,DEN,$3500,27,$3000,28,$10,21,$5800,31,$6000,28
Al Horford,BOS,$6000,11,$5600,10,$24,9,$12850,11,$11100,11
Tyler Zeller,BOS,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
Zaza Pachulia,GSW,$4400,23,$3900,22,$10,21,$8700,21,$7700,22
JaVale McGee,GSW,$3500,27,$3000,28,$10,21,$5000,33,$6000,28
