Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Steven Adams,OKC,$4800,16,$4700,16,$17,12,$11150,11,$9200,16
Nikola Vucevic,ORL,$8100,3,$7700,3,$30,3,$13500,6,$14200,3
Bismack Biyombo,ORL,$3900,21,$4500,18,$10,18,$7900,18,$8800,18
Dwight Howard,ATL,$7200,6,$7600,4,$25,7,$15900,2,$13900,4
Jahlil Okafor,PHI,$5000,15,$4800,15,$12,17,$9250,17,$9500,15
Tiago Splitter,PHI,$3500,27,$3000,28,$10,18,$5000,29,$6000,27
Cody Zeller,CHA,$5300,12,$5400,10,$14,16,$9750,15,$10600,10
Miles Plumlee,CHA,$3500,27,$3000,28,$10,18,$5000,29,$6000,27
Jonas Valanciunas,TOR,$5200,13,$4900,14,$16,14,$10950,14,$9800,14
Lucas Nogueira,TOR,$3500,27,$3000,28,$10,18,$5800,26,$6000,27
Hassan Whiteside,MIA,$8800,2,$8400,2,$37,1,$16950,1,$15600,2
Willie Reed,MIA,$4000,19,$4700,16,$10,18,$6250,24,$9200,16
Guillermo Hernangomez,NYK,$5100,14,$5400,10,$16,14,$9400,16,$10600,10
Kyle O'Quinn,NYK,$3900,21,$3500,21,$10,18,$7500,21,$7000,20
Thon Maker,MIL,$3500,27,$3000,28,$10,18,$5000,29,$6000,27
Greg Monroe,MIL,$6000,10,$5200,12,$18,10,$11000,13,$10200,12
Al Horford,BOS,$7200,6,$6900,6,$27,6,$12650,8,$13000,6
Tyler Zeller,BOS,$3500,27,$3000,28,$10,18,$5000,29,$6000,27
Myles Turner,IND,$6700,8,$6400,8,$22,8,$12350,9,$12700,7
Rakeem Christmas,IND,$3500,27,$3000,28,$10,18,$5000,29,$6000,27
Marc Gasol,MEM,$7600,5,$7000,5,$30,3,$15200,4,$13300,5
Brandan Wright,MEM,$3500,27,$3100,27,$10,18,$5850,25,$6000,27
Nerlens Noel,DAL,$6100,9,$5600,9,$18,10,$12150,10,$11200,9
Salah Mejri,DAL,$3500,27,$3000,28,$10,18,$5150,28,$6000,27
Alexis Ajinca,NOP,$3500,27,$3000,28,$10,18,$5300,27,$6000,27
Zaza Pachulia,GSW,$4000,19,$3500,21,$10,18,$7750,19,$6900,22
JaVale McGee,GSW,$3600,25,$3000,28,$10,18,$5000,29,$6000,27
Dewayne Dedmon,SAS,$3600,25,$3400,23,$10,18,$7700,20,$6600,24
Pau Gasol,SAS,$5500,11,$5100,13,$19,9,$12900,7,$10100,13
Marcin Gortat,WAS,$4800,16,$4300,19,$17,12,$11150,11,$8400,19
Ian Mahinmi,WAS,$3800,23,$3200,26,$10,18,$7000,22,$6300,26
DeAndre Jordan,LAC,$7900,4,$6800,7,$29,5,$14900,5,$12700,7
Rudy Gobert,UTA,$9100,1,$8600,1,$32,2,$15800,3,$16000,1
Jeff Withey,UTA,$3500,27,$3600,20,$10,18,$5000,29,$7000,20
Kosta Koufos,SAC,$4300,18,$3400,23,$10,18,$6550,23,$6700,23
Georgios Papagiannis,SAC,$3700,24,$3300,25,$10,18,$5000,29,$6400,25
