Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Joakim Noah,NYK,$4800,11,$4700,11,$15,11,$11050,8,$9200,11
Kyle O'Quinn,NYK,$3900,15,$3400,16,$10,15,$8850,14,$6700,16
Joel Embiid,PHI,$7500,3,$8000,2,$35,2,$15000,3,$14700,2
Jahlil Okafor,PHI,$4400,13,$4300,13,$14,13,$9950,12,$8400,13
Montrezl Harrell,HOU,$4800,11,$5300,10,$15,11,$5900,19,$10500,10
Nene Hilario,HOU,$3600,17,$3300,18,$10,15,$6700,17,$6400,18
Karl-Anthony Towns,MIN,$9500,1,$9500,1,$43,1,$18400,1,$17600,1
Cole Aldrich,MIN,$3500,18,$3400,16,$10,15,$6700,17,$6700,16
Marc Gasol,MEM,$8200,2,$6800,4,$33,3,$14600,4,$12700,4
Steven Adams,OKC,$6000,9,$5700,9,$21,9,$10550,10,$11200,9
Joffrey Lauvergne,OKC,$3500,18,$3000,19,$10,15,$7300,16,$6000,19
Marcin Gortat,WAS,$6400,8,$6000,7,$25,6,$12650,7,$11900,7
Al Horford,BOS,$7400,5,$6700,5,$27,4,$14000,5,$12600,5
Kelly Olynyk,BOS,$3700,16,$3600,15,$10,15,$8150,15,$7100,15
Bismack Biyombo,ORL,$4200,14,$3800,14,$11,14,$9100,13,$7400,14
Nikola Vucevic,ORL,$6900,6,$6600,6,$26,5,$13500,6,$12300,6
DeAndre Jordan,LAC,$7500,3,$7000,3,$25,6,$15250,2,$13300,3
Tristan Thompson,CLE,$4900,10,$4700,11,$18,10,$10750,9,$9200,11
Mason Plumlee,POR,$6700,7,$6000,7,$22,8,$10250,11,$11900,7
