Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Marcin Gortat,WAS,$6,500,6,$5,300,6,$29,5,$10,900,6,$10,500,6
Dwight Howard,ATL,$7,500,3,$7,500,3,$29,5,$14,050,3,$13,800,3
Al Horford,BOS,$7,000,5,$7,000,4,$31,4,$13,750,5,$13,300,4
Tyler Zeller,BOS,$3,800,10,$3,000,9,$11,9,$5,000,11,$6,000,9
Robin Lopez,CHI,$5,700,7,$5,000,7,$21,8,$10,350,7,$9,900,7
Cristiano Da Silva Felicio,CHI,$3,500,12,$3,000,9,$10,10,$6,300,10,$6,000,9
Pau Gasol,SAS,$7,100,4,$6,600,5,$35,2,$14,050,3,$12,300,5
Dewayne Dedmon,SAS,$3,900,9,$3,000,9,$10,10,$7,400,9,$6,000,9
DeMarcus Cousins,SAC,$9,800,1,$10,300,1,$52,1,$18,500,1,$18,300,1
Kosta Koufos,SAC,$3,600,11,$3,000,9,$10,10,$5,000,11,$6,000,9
DeAndre Jordan,LAC,$8,000,2,$7,700,2,$33,3,$16,400,2,$14,300,2
Diamond Stone,LAC,$3,500,12,$3,000,9,$10,10,$5,000,11,$6,000,9
Mason Plumlee,POR,$5,100,8,$4,300,8,$23,7,$9,650,8,$8,400,8
