Player,Team,FD,Rk,DK,Rk,Y!,Rk,DD,Rk,FDraft,Rk
Mason Plumlee,POR,$5300,2,$5600,2,$19,4,$9950,4,$11200,2
Kyle O'Quinn,NYK,$3500,8,$3600,6,$10,6,$6650,8,$7000,6
Marshall Plumlee,NYK,$3500,8,$3000,8,$10,6,$5000,11,$6000,8
Omer Asik,NOP,$3500,8,$3000,8,$10,6,$5600,9,$6000,8
Dwight Howard,ATL,$7900,1,$7700,1,$35,1,$16000,1,$14200,1
Robin Lopez,CHI,$4900,3,$5300,3,$17,5,$9750,5,$10500,3
Cristiano Da Silva Felicio,CHI,$3500,8,$3000,8,$10,6,$5100,10,$6000,8
Jusuf Nurkic,DEN,$4900,3,$4600,5,$20,3,$12000,2,$9100,5
Steven Adams,OKC,$4900,3,$5200,4,$21,2,$11650,3,$10200,4
Joffrey Lauvergne,OKC,$3700,6,$3000,8,$10,6,$7300,7,$6000,8
Timofey Mozgov,LAL,$3600,7,$3300,7,$10,6,$7650,6,$6400,7
Tarik Black,LAL,$3500,8,$3000,8,$10,6,$5000,11,$6000,8
